"시도별",2012
"시도별",총 평균
"시도별",평균
"서울특별시",22.9
"부산광역시",25.4
"대구광역시",26.9
"인천광역시",28.8
"광주광역시",23.4
"대전광역시",19.9
"울산광역시",21.3
"경기도",22.0
"강원도",22.2
"충청북도",23.4
"충청남도",16.9
"전라북도",19.1
"전라남도",19.8
"경상북도",20.9
"경상남도",18.0
"제주특별자치도",15.9
