"시도별",2018
"시도별",총 평균
"시도별",평균
"서울특별시",21.9
"부산광역시",24.7
"대구광역시",24.9
"인천광역시",26.1
"광주광역시",21.5
"대전광역시",20.5
"울산광역시",23.0
"세종특별자치시",15.3
"경기도",21.5
"강원도",20.6
"충청북도",23.0
"충청남도",17.3
"전라북도",19.2
"전라남도",19.1
"경상북도",20.8
"경상남도",19.4
"제주특별자치도",15.8
