"시도별",2015
"시도별",총 평균
"시도별",평균
"서울특별시",23.5
"부산광역시",23.8
"대구광역시",21.1
"인천광역시",27.3
"광주광역시",24.6
"대전광역시",21.9
"울산광역시",21.1
"세종특별자치시",13.1
"경기도",21.4
"강원도",23.9
"충청북도",24.4
"충청남도",18.9
"전라북도",21.0
"전라남도",19.7
"경상북도",19.0
"경상남도",17.8
"제주특별자치도",17.3
