"시도별",2011
"시도별",총 평균
"시도별",평균
"서울특별시",20.7
"부산광역시",24.4
"대구광역시",23.4
"인천광역시",24.8
"광주광역시",22.3
"대전광역시",17.3
"울산광역시",19.3
"경기도",18.8
"강원도",19.6
"충청북도",21.4
"충청남도",15.6
"전라북도",16.7
"전라남도",18.6
"경상북도",18.7
"경상남도",15.3
"제주특별자치도",14.6
