"시도별",2017
"시도별",총 평균
"시도별",평균
"서울특별시",21.5
"부산광역시",25.3
"대구광역시",25.3
"인천광역시",26.2
"광주광역시",22.4
"대전광역시",21.0
"울산광역시",22.3
"세종특별자치시",15.2
"경기도",21.5
"강원도",20.2
"충청북도",24.1
"충청남도",17.4
"전라북도",18.8
"전라남도",19.7
"경상북도",20.8
"경상남도",19.2
"제주특별자치도",16.4
