"시도별",2016
"시도별",총 평균
"시도별",평균
"서울특별시",21.4
"부산광역시",24.7
"대구광역시",25.0
"인천광역시",26.2
"광주광역시",21.4
"대전광역시",20.9
"울산광역시",21.5
"세종특별자치시",15.9
"경기도",20.8
"강원도",21.1
"충청북도",24.1
"충청남도",17.9
"전라북도",19.0
"전라남도",19.6
"경상북도",20.7
"경상남도",19.3
"제주특별자치도",16.3
