"시도별",2010
"시도별",총 평균
"시도별",평균
"서울특별시",20.1
"부산광역시",23.5
"대구광역시",23.6
"인천광역시",23.0
"광주광역시",21.0
"대전광역시",17.7
"울산광역시",18.7
"경기도",18.3
"강원도",18.5
"충청북도",22.0
"충청남도",15.4
"전라북도",17.7
"전라남도",18.0
"경상북도",18.0
"경상남도",13.9
"제주특별자치도",13.9
