"시도별",2013
"시도별",총 평균
"시도별",평균
"서울특별시",22.5
"부산광역시",25.0
"대구광역시",26.3
"인천광역시",28.9
"광주광역시",22.6
"대전광역시",20.1
"울산광역시",20.9
"세종특별자치시",13.8
"경기도",21.7
"강원도",22.5
"충청북도",24.1
"충청남도",17.6
"전라북도",19.1
"전라남도",20.0
"경상북도",21.4
"경상남도",19.5
"제주특별자치도",15.1
